Winner,moveCount,ML,BiC,wiC,Bw,Ww,numG
White,1,"[1, 6, 1, 5, 7, 1, 7, 3, 6, 7, 7, 5, 1, 1, 1, 2, 2, 6, 1, 5, 6, 0, 5, 2, 3, 6, 3, 4, 4, 1, 4, 2, 7, 5, 6, 7, 6, 1, 5, 2, 3, 7, 2, 6, 7, 0, 7, 2, 0, 6, 0, 4, 5, 1, 4, 2, 6, 7, 5, 5, 5, 0, 2, 3, 3, 4, 3, 3, 2, 3, 3, 2, 4, 6, 4, 4, 3, 2, 1, 4, 2, 7, 3, 6, 3, 0, 4, 1, 7, 7, 6, 7, 4, 2, 4, 3, 7, 6, 7, 4, 2, 1, 2, 2, 4, 4, 3, 3, 4, 0, 5, 0, 1, 7, 2, 5, 5, 0, 6, 1, 3, 6, 4, 5, 1, 4, 0, 3, 6, 7, 7, 7, 4, 1, 2, 3, 4, 5, 2, 3, 0, 3, 1, 4, 2, 6, 1, 6, 0, 1, 1, 2, 2, 3, 3, 2, 2, 0, 1, 1, 0, 7, 0, 5, 1, 4, 2, 3, 3, 2, 1, 0, 0, 0, 1, 0, 1, 6, 0, 7, 1, 0, 4, 0, 5, 5, 6, 7, 4, 0, 3, 0, 5, 6, 5, 5, 3, 0, 6, 0, 2, 5, 1, 7, 6, 1, 7, 0, 5, 5, 5, 4, 2, 2, 3, 3, 5, 7, 4, 6, 4, 3, 4, 4, 0, 7, 0, 6, 6, 0, 1, 0, 4, 6, 6, 4, 2, 3, 3, 4, 1, 5, 1, 4, 3, 4, 5, 6, 4, 7, 5, 6, 4, 4, 7, 5, 6, 7, 5, 5, 1, 1, 0, 0, 0, 5, 1, 5, 0, 0, 2, 2, 5, 4, 5, 3, 2, 2, 1, 1, 1, 7, 0, 5, 7, 2, 6, 2, 7, 7, 0, 7, 3, 1, 3, 2, 1, 5, 1, 7, 6, 2, 6, 0, 5, 5, 7, 4, 7, 0, 7, 1, 0, 5, 2, 4, 1, 1, 2, 2, 2, 4, 4, 5, 6, 0, 6, 4, 6, 6, 7, 5, 6, 4, 3, 4, 1, 7, 1, 6, 3, 4, 5, 4, 5, 6, 6, 5, 5, 4, 5, 7, 0, 7, 3, 7, 1, 0, 1, 1, 3, 7, 3, 3, 7, 1, 6, 1, 1, 6, 4, 6, 5, 7, 5, 4, 3, 3, 1, 3, 2, 2, 1, 3, 0, 6, 4, 2, 1, 1, 3, 1, 4, 2, 5, 1, 6, 1, 7, 0, 7, 4, 6, 2]",221,212,54,52,3798
Black,35,"[0, 6, 0, 5, 7, 1, 7, 2, 6, 6, 6, 5, 7, 2, 7, 3, 2, 6, 2, 4, 5, 1, 5, 3, 0, 5, 0, 4, 0, 1, 0, 3, 3, 6, 3, 4, 0, 0, 0, 1, 2, 7, 4, 5, 7, 0, 7, 1, 1, 7, 2, 5, 2, 1, 2, 2, 0, 7, 2, 7, 2, 2, 2, 3, 7, 6, 7, 5, 1, 0, 0, 2, 6, 5, 6, 4, 1, 1, 1, 3, 3, 4, 2, 3, 0, 2, 2, 1, 6, 4, 5, 3, 1, 3, 1, 4, 6, 7, 5, 5, 1, 4, 2, 5, 4, 5, 6, 3, 2, 5, 2, 6, 5, 5, 4, 3, 2, 1, 3, 3, 4, 3, 5, 5, 6, 0, 5, 2, 5, 3, 0, 2, 0, 1, 0, 2, 5, 7, 6, 6, 4, 0, 5, 1, 2, 7, 1, 7, 3, 3, 1, 2, 6, 3, 4, 5, 2, 6, 1, 7, 7, 7, 5, 7, 7, 3, 7, 4, 5, 5, 6, 7, 1, 7, 2, 7, 6, 6, 1, 1, 0, 2, 0, 3, 1, 6, 1, 5, 2, 7, 1, 6, 1, 5, 1, 4, 0, 3, 2, 3, 3, 7, 0, 7, 2, 3, 3, 3, 4, 5, 5, 4, 3, 3, 0, 3, 1, 1, 0, 2, 2, 0, 1, 1, 0, 7, 0, 6, 1, 6, 0, 6, 4, 6, 4, 4, 0, 3, 3, 3, 5, 4, 2, 7, 4, 1, 4, 2, 0, 2, 1, 3, 3, 3, 3, 6, 2, 7, 0, 5, 5, 1, 6, 2, 0, 4, 1, 3, 3, 1, 4, 2, 6, 7, 4, 6, 3, 6, 3, 7]",31,27,55,52,3813
White,32,"[3, 6, 3, 5, 1, 0, 2, 2, 1, 6, 1, 4, 5, 1, 5, 2, 1, 7, 2, 5, 3, 1, 3, 3, 2, 5, 4, 4, 5, 2, 5, 3, 3, 7, 3, 6, 6, 1, 6, 2, 4, 4, 6, 5, 2, 2, 1, 4, 0, 6, 0, 4, 6, 2, 6, 3, 0, 7, 0, 6, 1, 4, 3, 5, 2, 6, 3, 5, 2, 0, 3, 1, 7, 6, 6, 5, 5, 0, 6, 1, 0, 6, 2, 6, 6, 0, 5, 2, 4, 6, 4, 5, 3, 1, 2, 0, 7, 7, 7, 5, 5, 2, 6, 4, 7, 5, 7, 7, 7, 0, 5, 0, 6, 7, 5, 5, 6, 1, 3, 4, 5, 5, 7, 6, 3, 4, 1, 2, 5, 6, 6, 5, 5, 0, 6, 0, 7, 6, 5, 5, 6, 4, 5, 2, 2, 6, 2, 2, 4, 0, 3, 1, 7, 7, 7, 6, 3, 1, 4, 0, 3, 6, 2, 5, 2, 1, 1, 2, 3, 5, 3, 4, 6, 0, 6, 2, 2, 5, 1, 6, 3, 0, 2, 1, 5, 5, 3, 6, 0, 1, 0, 3, 1, 6, 1, 5, 5, 3, 5, 4, 1, 5, 1, 2, 4, 0, 3, 0, 7, 6, 7, 1, 5, 2, 7, 3, 7, 1, 4, 1, 6, 2, 7, 2, 6, 6, 6, 4, 7, 2, 7, 1, 5, 7, 1, 3, 7, 3, 5, 2, 3, 6, 1, 5, 7, 1, 7, 6, 1, 2, 2, 1]",79,57,55,53,3832
White,25,"[7, 6, 7, 4, 5, 1, 5, 3, 0, 6, 0, 4, 2, 1, 2, 3, 7, 7, 7, 5, 1, 1, 1, 3, 5, 6, 5, 4, 3, 0, 1, 2, 7, 5, 7, 7, 0, 1, 0, 3, 6, 7, 5, 5, 3, 1, 3, 2, 4, 6, 4, 4, 6, 0, 7, 2, 0, 7, 0, 5, 1, 2, 1, 1, 1, 6, 0, 5, 4, 0, 3, 1, 4, 4, 4, 3, 1, 1, 5, 5, 7, 4, 7, 3, 3, 2, 2, 3, 7, 7, 7, 4, 5, 5, 7, 3, 7, 4, 7, 7, 7, 3, 4, 6, 5, 7, 4, 6, 3, 1, 4, 2, 5, 4, 4, 3, 7, 1, 7, 3, 7, 7, 7, 5, 1, 0, 3, 1, 4, 6, 6, 4, 5, 3, 6, 4, 1, 7, 2, 5, 7, 2, 5, 3, 7, 5, 3, 5, 5, 3, 4, 5, 2, 7, 1, 6, 0, 0, 1, 0, 4, 3, 7, 2, 7, 0, 6, 0, 3, 7, 5, 5, 3, 1, 5, 2, 5, 5, 6, 4, 4, 2, 4, 3, 7, 2, 7, 1, 4, 5, 5, 7, 2, 5, 4, 6]",205,167,55,54,3887
White,20,"[3, 6, 3, 4, 5, 1, 5, 3, 1, 6, 1, 5, 4, 1, 4, 3, 2, 7, 0, 5, 2, 1, 2, 2, 3, 4, 4, 3, 2, 2, 2, 3, 0, 5, 1, 6, 6, 1, 6, 2, 6, 7, 7, 5, 6, 2, 6, 3, 3, 7, 3, 5, 3, 1, 3, 2, 7, 5, 6, 7, 2, 0, 3, 1, 4, 6, 4, 5, 3, 0, 2, 1, 4, 3, 4, 2, 7, 1, 7, 2, 1, 6, 0, 5, 7, 2, 7, 3, 6, 7, 4, 6, 4, 0, 4, 1, 7, 6, 7, 5, 6, 3, 6, 4, 4, 7, 3, 7, 4, 1, 5, 1, 7, 5, 7, 4, 3, 2, 2, 3, 4, 6, 5, 4, 0, 1, 0, 2, 0, 5, 2, 3, 5, 0, 6, 1, 1, 7, 2, 5, 5, 3, 6, 4, 3, 7, 3, 6, 2, 1, 2, 2, 3, 5, 6, 2]",58,48,55,55,3925
White,30,"[1, 7, 2, 5, 1, 0, 0, 2, 2, 5, 0, 4, 5, 1, 5, 2, 0, 4, 2, 5, 6, 1, 6, 2, 4, 6, 4, 4, 0, 2, 1, 4, 5, 7, 3, 5, 1, 4, 0, 2, 0, 7, 1, 7, 5, 0, 7, 2, 3, 5, 5, 7, 4, 1, 4, 2, 7, 6, 7, 4, 1, 1, 1, 2, 1, 7, 0, 7, 0, 1, 1, 2, 0, 7, 1, 7, 7, 2, 5, 0, 3, 7, 4, 6, 1, 2, 1, 3, 2, 5, 1, 3, 3, 1, 3, 2, 1, 3, 3, 2, 3, 0, 3, 2, 4, 6, 3, 5, 3, 2, 4, 1, 6, 6, 6, 4, 5, 0, 6, 1, 3, 5, 2, 5, 4, 0, 3, 0, 2, 5, 4, 3, 2, 0, 1, 1, 5, 6, 5, 5, 0, 0, 0, 1, 7, 7, 7, 6, 1, 1, 2, 2, 3, 6, 3, 4, 3, 0, 2, 0, 7, 6, 3, 6, 4, 1, 4, 0, 3, 6, 3, 7, 2, 2, 3, 3, 6, 7, 7, 5, 4, 0, 5, 1, 5, 7, 6, 6, 0, 1, 0, 0, 6, 4, 6, 3, 2, 1, 2, 2, 7, 4, 7, 3, 5, 1, 3, 1, 6, 6, 5, 7, 0, 2, 1, 0, 5, 7, 2, 4, 3, 1, 3, 0, 2, 7, 5, 4, 3, 0, 5, 0, 4, 3, 2, 1]",91,84,55,56,3940
White,10,"[0, 6, 0, 4, 3, 1, 3, 2, 0, 4, 0, 3, 7, 1, 7, 2, 0, 7, 0, 5, 4, 1, 3, 2, 0, 5, 0, 6, 3, 0, 5, 2, 5, 6, 5, 4, 5, 2, 6, 3, 4, 6, 4, 4, 6, 3, 3, 0, 5, 7, 2, 4, 1, 0, 3, 1, 3, 7, 5, 5, 4, 0, 4, 1, 5, 5, 7, 3, 5, 1, 5, 2, 7, 3, 5, 1]",128,125,55,57,3960
Black,13,"[1, 6, 1, 4, 2, 1, 2, 2, 5, 6, 5, 4, 3, 0, 2, 1, 3, 6, 3, 4, 3, 1, 2, 2, 1, 4, 1, 3, 0, 1, 0, 2, 6, 6, 6, 5, 5, 1, 5, 2, 1, 7, 0, 5, 4, 1, 5, 2, 2, 6, 2, 5, 5, 0, 2, 3, 0, 7, 1, 7, 4, 0, 3, 0, 2, 7, 3, 6, 1, 1, 2, 2, 4, 6, 4, 4, 2, 1, 1, 2, 3, 4, 3, 3, 6, 0, 7, 2, 5, 4, 5, 3, 7, 2, 6, 0, 6, 7, 4, 6, 2, 3, 5, 6]",16,19,56,57,4006
Black,24,"[3, 6, 3, 5, 6, 0, 5, 2, 2, 7, 6, 3, 5, 2, 3, 3, 6, 7, 7, 5, 4, 1, 4, 3, 4, 6, 3, 5, 0, 1, 0, 3, 3, 7, 5, 5, 7, 0, 6, 0, 7, 6, 7, 4, 1, 0, 2, 2, 2, 6, 2, 4, 3, 1, 3, 2, 4, 7, 3, 6, 3, 2, 4, 3, 5, 5, 5, 1, 4, 0, 5, 1, 1, 7, 2, 5, 2, 0, 4, 2, 2, 5, 1, 7, 0, 0, 2, 0, 1, 6, 1, 5, 4, 3, 4, 4, 6, 3, 7, 2, 1, 1, 1, 3, 7, 2, 6, 1, 4, 4, 3, 5, 6, 1, 2, 5, 3, 3, 5, 4, 5, 7, 3, 5, 5, 4, 7, 5, 3, 6, 4, 7, 4, 2, 6, 4, 7, 7, 6, 7, 3, 0, 3, 3, 2, 5, 4, 3, 6, 4, 5, 3, 1, 5, 1, 4, 7, 5, 6, 7, 4, 3, 2, 1, 2, 2, 4, 3, 2, 1, 3, 0, 6, 7, 5, 5, 4, 7, 4, 6, 5, 3, 4, 2, 3, 0, 2, 1, 3, 3, 3, 5]",169,167,57,57,4075
White,28,"[4, 6, 4, 5, 1, 1, 1, 2, 5, 7, 2, 4, 7, 1, 7, 2, 2, 4, 4, 6, 2, 1, 2, 2, 4, 7, 5, 7, 6, 1, 6, 2, 2, 6, 2, 5, 3, 1, 3, 3, 0, 6, 0, 5, 2, 0, 6, 4, 0, 5, 0, 4, 6, 4, 5, 3, 6, 7, 5, 5, 5, 3, 3, 1, 7, 7, 6, 7, 5, 1, 5, 3, 0, 4, 0, 3, 3, 0, 2, 1, 5, 5, 6, 3, 5, 0, 6, 1, 4, 6, 1, 3, 0, 1, 1, 2, 1, 3, 2, 2, 0, 0, 0, 1, 7, 6, 7, 4, 5, 3, 5, 4, 1, 7, 0, 5, 6, 1, 2, 5, 2, 2, 1, 1, 2, 5, 6, 1, 5, 6, 4, 5, 2, 1, 4, 3, 1, 6, 0, 5, 1, 0, 0, 2, 1, 1, 2, 2, 6, 1, 5, 2, 3, 7, 4, 6, 5, 2, 6, 1, 0, 3, 3, 2, 4, 3, 5, 3, 4, 5, 5, 4, 5, 3, 0, 3, 2, 2, 4, 4, 6, 1, 2, 5, 4, 4, 5, 5, 3, 1, 2, 0, 3, 2, 3, 1, 0, 2, 1, 0, 4, 6, 3, 5, 0, 1, 2, 1, 0, 7, 0, 6, 2, 5, 6, 1, 3, 1, 3, 0]",171,168,57,58,4077
Black,31,"[5, 6, 5, 4, 6, 0, 5, 2, 0, 6, 0, 4, 5, 2, 6, 4, 6, 6, 6, 5, 6, 4, 5, 6, 0, 4, 0, 3, 1, 1, 1, 3, 0, 3, 0, 2, 5, 6, 7, 7, 4, 6, 4, 5, 2, 0, 0, 2, 0, 7, 0, 5, 6, 1, 6, 3, 3, 6, 4, 5, 5, 1, 5, 2, 2, 7, 3, 6, 7, 0, 6, 0, 6, 5, 5, 4, 4, 1, 4, 3, 5, 7, 7, 5, 6, 0, 7, 0, 7, 5, 3, 1, 1, 0, 3, 1, 3, 7, 6, 4, 4, 3, 4, 4, 0, 5, 0, 4, 6, 3, 5, 4, 0, 4, 3, 4, 7, 1, 7, 2, 3, 4, 4, 4, 4, 0, 5, 1, 6, 7, 4, 6, 5, 0, 3, 2, 4, 4, 5, 4, 3, 2, 0, 5, 6, 4, 6, 3, 7, 0, 5, 0, 6, 3, 6, 5, 5, 2, 5, 3, 6, 5, 6, 0, 5, 1, 4, 1, 5, 4, 5, 7, 0, 1, 0, 3, 5, 7, 5, 6, 0, 3, 0, 4, 6, 0, 6, 5, 0, 2, 1, 1, 6, 5, 6, 1, 4, 1, 4, 2, 4, 7, 5, 7, 1, 3, 0, 4, 4, 6, 6, 7, 5, 0, 4, 0, 3, 6, 4, 7, 3, 1, 2, 3, 2, 6, 2, 4, 1, 1, 3, 3, 6, 1, 2, 5, 5, 3, 5, 4, 7, 6, 7, 4, 7, 7, 6, 5]",10,18,58,58,4107
Black,42,"[4, 6, 4, 4, 1, 1, 1, 2, 4, 4, 4, 3, 7, 1, 7, 2, 5, 7, 1, 3, 2, 1, 1, 2, 2, 6, 2, 4, 6, 1, 6, 3, 1, 3, 3, 1, 2, 0, 3, 1, 4, 7, 4, 6, 7, 2, 6, 3, 1, 6, 1, 5, 7, 0, 7, 6, 4, 6, 5, 5, 5, 1, 5, 2, 5, 6, 5, 4, 0, 1, 1, 2, 5, 4, 5, 3, 4, 0, 5, 1, 0, 6, 0, 4, 7, 6, 7, 1, 6, 7, 7, 5, 7, 1, 7, 0, 0, 7, 0, 6, 5, 0, 6, 1, 5, 5, 5, 4, 1, 0, 0, 2, 3, 7, 4, 7, 5, 1, 4, 0, 3, 6, 3, 4, 3, 1, 4, 2, 4, 7, 6, 5, 7, 0, 7, 5, 2, 7, 1, 6, 4, 0, 3, 1, 2, 4, 2, 3, 4, 2, 5, 3, 1, 7, 3, 6, 0, 0, 0, 1, 6, 5, 6, 3, 0, 2, 1, 0, 6, 3, 5, 3, 3, 1, 4, 0, 5, 3, 6, 2, 4, 0, 5, 0, 5, 4, 6, 3, 3, 0, 2, 0, 6, 6, 7, 5, 2, 0, 2, 2, 4, 3, 4, 2, 6, 1, 7, 2, 6, 3, 7, 4, 2, 2, 0, 0, 6, 2, 6, 5, 1, 0, 3, 1, 1, 5, 1, 4, 0, 0, 1, 0, 2, 3, 1, 2, 3, 1, 1, 2, 1, 4, 1, 3, 0, 1, 3, 1, 6, 5, 4, 7, 1, 0, 1, 1, 7, 7, 7, 6, 1, 2, 0, 0, 3, 4, 3, 3, 1, 1, 0, 2, 4, 7, 3, 7, 0, 2, 3, 2, 3, 3, 4, 2, 3, 2, 0, 2, 7, 4, 6, 5, 0, 2, 1, 3, 3, 7, 6, 7, 1, 3, 2, 2, 1, 6, 5, 2, 2, 2, 2, 4, 6, 7, 2, 7, 3, 1, 3, 0, 3, 6, 1, 7, 3, 0, 3, 6, 5, 2, 1, 6, 2, 4, 5, 4]",72,91,59,58,4133
White,13,"[7, 6, 7, 4, 3, 1, 3, 3, 1, 7, 2, 5, 2, 0, 5, 3, 1, 6, 2, 5, 1, 0, 2, 2, 0, 7, 1, 7, 2, 2, 0, 3, 1, 7, 0, 7, 0, 0, 2, 0, 6, 6, 6, 5, 5, 3, 4, 2, 2, 5, 2, 4, 3, 0, 3, 2, 4, 6, 4, 4, 3, 2, 4, 3, 5, 7, 3, 5, 6, 1, 6, 2, 0, 6, 0, 5, 4, 2, 6, 4, 3, 7, 6, 4, 4, 3, 3, 4, 5, 6, 6, 5, 5, 0, 6, 1, 6, 4, 2, 0]",126,144,59,59,4158
White,47,"[1, 7, 0, 5, 1, 1, 1, 3, 0, 5, 1, 3, 2, 0, 1, 1, 5, 6, 5, 5, 5, 1, 5, 3, 1, 3, 2, 5, 1, 1, 3, 3, 4, 6, 4, 4, 6, 1, 6, 3, 0, 7, 1, 7, 3, 3, 2, 2, 5, 7, 0, 2, 3, 1, 3, 2, 3, 6, 2, 5, 5, 0, 6, 1, 4, 7, 3, 6, 2, 2, 3, 1, 3, 6, 3, 5, 4, 1, 3, 2, 3, 7, 4, 7, 6, 0, 5, 2, 0, 2, 2, 4, 4, 0, 5, 0, 2, 4, 6, 0, 7, 0, 6, 0, 1, 6, 2, 5, 5, 3, 5, 4, 1, 7, 1, 3, 6, 0, 7, 0, 1, 3, 1, 6, 3, 1, 2, 2, 7, 6, 7, 4, 5, 2, 4, 4, 3, 5, 4, 5, 3, 0, 4, 1, 0, 6, 0, 5, 2, 2, 3, 3, 6, 6, 5, 5, 6, 1, 5, 2, 0, 5, 0, 4, 4, 1, 4, 2, 6, 7, 7, 5, 4, 2, 6, 4, 2, 5, 2, 4, 1, 0, 0, 2, 4, 7, 2, 5, 6, 3, 5, 4, 1, 6, 1, 5, 0, 0, 1, 0, 1, 5, 1, 1, 4, 4, 3, 6, 1, 1, 1, 5, 3, 3, 6, 0, 2, 5, 1, 4, 5, 2, 3, 4, 4, 5, 3, 6, 1, 0, 0, 0, 1, 4, 2, 5, 7, 1, 7, 3, 1, 5, 1, 1, 6, 0, 3, 3, 1, 1, 2, 1, 6, 4, 3, 1, 2, 4, 3, 3, 3, 4, 4, 5, 2, 5, 4, 5, 7, 0, 7, 2, 4, 5, 1, 2, 5, 0, 6, 1, 1, 2, 1, 4, 7, 2, 7, 1, 1, 4, 1, 3, 6, 1, 6, 2, 7, 7, 5, 7, 6, 2, 5, 3, 1, 3, 2, 4, 7, 1, 5, 1, 5, 7, 7, 7, 0, 2, 2, 1, 2, 7, 1, 6, 0, 0, 7, 0, 2, 4, 2, 2, 5, 1, 5, 0, 3, 3, 7, 2, 0, 1, 0, 3, 2, 2, 2, 3, 5, 3, 6, 4, 2, 3, 6, 7, 6, 4, 7, 4, 2, 6, 2, 5, 5, 0, 3, 0, 6, 7, 6, 3]",168,168,59,60,4171
White,42,"[0, 6, 0, 5, 0, 1, 0, 3, 1, 7, 2, 5, 0, 3, 0, 4, 5, 6, 5, 4, 3, 1, 3, 2, 1, 6, 1, 5, 2, 0, 5, 3, 6, 6, 6, 5, 0, 0, 0, 2, 2, 5, 0, 4, 0, 2, 1, 2, 0, 4, 2, 3, 6, 0, 7, 2, 7, 6, 6, 5, 5, 3, 2, 6, 5, 7, 7, 5, 1, 2, 1, 5, 7, 7, 7, 6, 2, 6, 6, 2, 3, 6, 3, 4, 3, 2, 2, 3, 7, 6, 6, 6, 7, 1, 6, 2, 3, 7, 3, 5, 2, 3, 2, 4, 3, 5, 1, 5, 2, 4, 5, 5, 4, 7, 3, 6, 4, 1, 4, 3, 1, 5, 1, 6, 1, 0, 3, 1, 4, 6, 5, 5, 7, 0, 6, 0, 5, 5, 5, 4, 3, 0, 0, 0, 3, 6, 2, 6, 7, 2, 6, 4, 6, 5, 5, 4, 5, 1, 5, 3, 1, 6, 1, 2, 6, 4, 7, 6, 6, 6, 3, 6, 2, 1, 2, 2, 3, 6, 7, 6, 4, 0, 5, 1, 7, 6, 5, 6, 0, 0, 3, 0, 6, 7, 5, 5, 3, 0, 6, 3, 2, 6, 1, 7, 5, 0, 0, 5, 1, 7, 2, 6, 6, 0, 2, 0, 2, 7, 1, 6, 0, 5, 3, 2, 3, 4, 4, 3, 1, 1, 2, 2, 1, 6, 3, 4, 5, 1, 4, 1, 7, 5, 5, 7, 3, 2, 1, 0, 1, 2, 1, 4, 4, 1, 4, 2, 2, 6, 3, 6, 6, 3, 7, 3, 1, 4, 1, 7, 4, 2, 4, 1, 1, 7, 3, 5, 4, 1, 3, 2, 0, 7, 0, 0, 6, 1, 6, 3, 0, 0, 0, 3, 2, 0, 2, 1, 0, 3, 0, 4, 3, 1, 5, 2, 5, 5, 6, 3, 6, 2, 7, 3, 6, 3, 7, 5, 3, 2, 3, 3, 3, 5, 1, 5, 3, 3, 4, 4, 5, 6, 4, 6]",30,37,59,61,4213
Black,42,"[4, 6, 4, 4, 1, 1, 1, 2, 5, 6, 5, 5, 0, 1, 0, 2, 0, 6, 0, 4, 0, 0, 0, 1, 5, 7, 3, 5, 2, 1, 2, 2, 3, 7, 4, 6, 5, 1, 5, 2, 5, 5, 5, 4, 6, 1, 6, 2, 1, 7, 0, 5, 5, 0, 6, 1, 6, 7, 5, 5, 6, 1, 5, 0, 2, 6, 3, 5, 2, 0, 1, 1, 6, 6, 6, 5, 4, 1, 4, 3, 7, 7, 5, 7, 4, 0, 5, 1, 5, 4, 4, 3, 5, 2, 5, 3, 4, 7, 5, 6, 3, 1, 2, 2, 6, 5, 6, 4, 5, 1, 4, 2, 6, 4, 5, 3, 3, 0, 4, 1, 0, 7, 1, 7, 4, 1, 3, 2, 7, 6, 7, 5, 0, 2, 0, 3, 5, 5, 7, 4, 4, 2, 4, 3, 5, 7, 4, 7, 6, 0, 7, 2, 1, 6, 1, 5, 0, 1, 0, 0, 7, 4, 6, 2, 4, 3, 5, 3, 4, 4, 4, 3, 5, 3, 4, 2, 4, 6, 7, 3, 3, 2, 2, 3, 3, 5, 3, 4, 7, 2, 6, 4, 5, 6, 5, 7, 1, 2, 0, 3, 1, 7, 1, 6, 2, 3, 0, 5, 7, 3, 7, 2, 7, 1, 7, 3, 7, 2, 7, 0, 0, 0, 0, 1, 7, 0, 6, 1, 5, 0, 3, 2, 6, 2, 5, 4, 4, 2, 5, 3, 7, 5, 7, 4, 3, 2, 1, 4, 1, 5, 0, 4, 0, 5, 0, 6, 6, 1, 4, 1, 2, 2, 2, 3, 5, 4, 3, 3, 2, 3, 2, 4, 4, 1, 5, 2, 6, 4, 5, 2, 4, 7, 3, 7, 0, 6, 1, 6, 3, 3, 1, 4, 1, 6, 1, 4, 2, 7, 1, 6, 1, 1, 7, 7, 3, 7, 4, 7, 0, 1, 7, 1, 4, 3, 7, 2, 5, 3, 6, 4, 5, 7, 6, 7, 1, 4, 1, 1, 4, 7, 1, 7, 1, 1, 6, 6]",48,51,60,61,4221
White,42,"[6, 7, 7, 5, 3, 1, 3, 2, 4, 6, 4, 5, 4, 0, 3, 1, 3, 7, 6, 4, 4, 1, 4, 2, 6, 6, 6, 5, 2, 1, 2, 3, 1, 7, 0, 5, 3, 0, 4, 1, 0, 7, 1, 7, 5, 1, 4, 2, 6, 4, 5, 3, 6, 1, 6, 3, 3, 6, 4, 5, 4, 1, 4, 0, 7, 6, 6, 5, 4, 0, 6, 2, 5, 3, 6, 3, 1, 0, 0, 2, 0, 6, 0, 4, 7, 1, 7, 2, 7, 5, 5, 4, 6, 0, 5, 2, 7, 7, 7, 5, 6, 2, 4, 4, 5, 7, 4, 6, 3, 1, 4, 0, 4, 5, 5, 4, 4, 0, 3, 1, 6, 3, 4, 3, 3, 1, 3, 0, 4, 3, 6, 3, 3, 0, 4, 0, 7, 5, 7, 2, 4, 4, 2, 2, 6, 3, 7, 3, 4, 0, 4, 1, 7, 3, 5, 5, 2, 2, 3, 1, 5, 5, 2, 5, 5, 0, 6, 1, 7, 2, 7, 3, 3, 1, 0, 4, 1, 6, 1, 5, 5, 2, 4, 0, 2, 6, 2, 4, 4, 1, 5, 1, 1, 5, 1, 4, 0, 2, 1, 4, 2, 5, 5, 5, 1, 1, 1, 3, 1, 7, 1, 4, 7, 0, 5, 0, 2, 7, 4, 5, 5, 0, 7, 0, 4, 5, 3, 4, 5, 1, 6, 2, 7, 3, 5, 3, 3, 2, 2, 3, 5, 5, 6, 4, 6, 2, 7, 1, 4, 6, 5, 7, 7, 1, 7, 2, 3, 4, 2, 3, 0, 4, 2, 6, 2, 3, 3, 4, 2, 6, 1, 6, 3, 4, 5, 2, 0, 1, 0, 3, 5, 2, 4, 3, 1, 6, 0, 5, 4, 7, 3, 7, 0, 5, 2, 7, 3, 7, 2, 7, 2, 0, 1, 1, 4, 3, 0, 7, 4, 2, 4, 3, 5, 3, 4, 3, 0, 0, 0, 2, 4, 3, 1, 3, 0, 2, 6, 2, 6, 4, 7, 4]",197,211,60,62,4290
Black,34,"[2, 6, 2, 5, 2, 1, 2, 2, 0, 6, 0, 5, 3, 0, 2, 1, 6, 7, 5, 5, 3, 1, 3, 3, 4, 6, 4, 5, 0, 1, 0, 2, 0, 7, 0, 6, 4, 1, 4, 3, 4, 5, 4, 4, 3, 3, 4, 4, 1, 6, 1, 4, 6, 1, 6, 2, 5, 5, 6, 3, 2, 1, 0, 3, 3, 7, 6, 4, 1, 1, 1, 2, 0, 5, 1, 4, 6, 0, 5, 2, 7, 6, 7, 4, 0, 3, 3, 3, 7, 7, 7, 5, 2, 0, 6, 4, 0, 6, 1, 6, 7, 1, 6, 2, 1, 4, 1, 3, 0, 0, 0, 1, 1, 6, 0, 6, 7, 0, 7, 2, 5, 7, 3, 5, 6, 4, 4, 2, 3, 5, 2, 4, 4, 2, 2, 0, 7, 5, 3, 5, 5, 1, 6, 2, 1, 3, 2, 2, 5, 0, 0, 5, 2, 4, 0, 2, 2, 0, 7, 5, 6, 3, 4, 4, 7, 5, 6, 6, 5, 6, 5, 5, 3, 3, 2, 2, 4, 4, 6, 3, 2, 2, 1, 3, 6, 3, 4, 2, 0, 1, 3, 1, 4, 2, 2, 3, 3, 1, 7, 1, 2, 3, 3, 1, 7, 1, 3, 1, 0, 2, 2, 0, 5, 2, 7, 1, 3, 5, 4, 5, 7, 2, 7, 4, 4, 5, 3, 5, 7, 4, 4, 4, 3, 5, 4, 5, 4, 0, 5, 1, 4, 5, 4, 4, 3, 1, 3, 0, 4, 4, 6, 4, 1, 0, 2, 2, 6, 4, 6, 3, 7, 1, 6, 3, 2, 7, 0, 5, 1, 3, 5, 7]",113,124,61,62,4355
